epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,195.23,1.14934,0.21011,0.03121,0.78312,1.12777,0.87098,0.94335,0.96401,0.69387,0.87098,0.94335,0.96471,0.95612,1.06974,0.15303,0.0051,0.71963,1.07302,0.0009605,0.0009605,0.0009605
23,204.049,1.18131,0.24101,0.02585,0.80699,1.12985,0.87424,0.92308,0.96263,0.68835,0.87804,0.92308,0.96491,0.9583,1.07503,0.15012,0.00506,0.73489,1.06717,0.000911,0.000911,0.000911
24,212.713,1.14125,0.21149,0.0282,0.78853,1.12481,0.89947,0.91795,0.96608,0.69589,0.89947,0.91795,0.96613,0.95663,1.04539,0.15156,0.00501,0.70876,1.05667,0.0008615,0.0008615,0.0008615
25,221.44,1.11665,0.19307,0.0269,0.74599,1.09832,0.88631,0.91026,0.96696,0.70565,0.88631,0.91026,0.96698,0.95875,1.02177,0.14793,0.00457,0.71551,1.0454,0.000812,0.000812,0.000812
26,230.168,1.14627,0.2313,0.03084,0.7636,1.10167,0.88254,0.91513,0.96703,0.70038,0.88378,0.91641,0.96747,0.9582,1.04105,0.14183,0.00379,0.70846,1.05674,0.0007625,0.0007625,0.0007625
27,238.831,1.1159,0.20151,0.02874,0.75059,1.10459,0.8764,0.95,0.97103,0.71551,0.8764,0.95,0.97103,0.96451,0.99935,0.13538,0.00395,0.69348,1.04411,0.000713,0.000713,0.000713
28,247.591,1.11172,0.19357,0.03098,0.74031,1.09344,0.89479,0.92821,0.97016,0.71914,0.89479,0.92821,0.97016,0.9627,0.98959,0.12891,0.00402,0.66955,1.03571,0.0006635,0.0006635,0.0006635
29,256.388,1.10434,0.23142,0.03288,0.73844,1.09616,0.90111,0.93077,0.97075,0.72191,0.90111,0.93077,0.97075,0.96331,0.96953,0.1279,0.004,0.66233,1.02692,0.000614,0.000614,0.000614
30,265.143,1.0573,0.16469,0.03185,0.72619,1.07415,0.90356,0.92692,0.97164,0.73766,0.90388,0.92821,0.97182,0.96533,0.95301,0.12392,0.00389,0.64733,1.01761,0.0005645,0.0005645,0.0005645
31,292.522,1.05556,0.18912,0.03115,0.72219,1.07929,0.8911,0.93462,0.97037,0.73497,0.89233,0.9359,0.97135,0.96618,0.94941,0.12229,0.00362,0.64865,1.0245,0.000515,0.000515,0.000515
32,301.189,1.02924,0.16847,0.02839,0.69272,1.06718,0.9182,0.93462,0.97179,0.74661,0.9182,0.93462,0.97179,0.9661,0.90868,0.12366,0.00373,0.63771,1.00609,0.0004655,0.0004655,0.0004655
33,309.914,1.01896,0.18191,0.03134,0.69643,1.0563,0.93954,0.91647,0.97597,0.75196,0.93954,0.91647,0.97597,0.97079,0.91299,0.12364,0.00383,0.62598,1.00449,0.000416,0.000416,0.000416
34,318.724,1.00955,0.17087,0.01732,0.69076,1.05669,0.91599,0.93462,0.97701,0.76004,0.91599,0.93462,0.97701,0.97286,0.91279,0.12305,0.00354,0.6202,1.00539,0.0003665,0.0003665,0.0003665
35,327.514,1.00352,0.17831,0.02917,0.68585,1.04194,0.91496,0.93846,0.97752,0.76522,0.91496,0.93846,0.97752,0.97523,0.89695,0.1188,0.00338,0.62721,0.9992,0.000317,0.000317,0.000317
36,336.271,0.99251,0.18183,0.03525,0.69049,1.05218,0.91276,0.95237,0.97815,0.76357,0.91276,0.95237,0.97815,0.97412,0.88329,0.12049,0.00362,0.61385,0.99201,0.0002675,0.0002675,0.0002675
37,344.93,0.98597,0.172,0.02692,0.68656,1.04078,0.90211,0.95385,0.97797,0.76626,0.90211,0.95385,0.97797,0.97399,0.89147,0.11577,0.00361,0.6161,1.00153,0.000218,0.000218,0.000218
38,353.566,0.94788,0.16807,0.02586,0.65782,1.04052,0.91505,0.93904,0.97797,0.76426,0.91505,0.93904,0.97797,0.97403,0.88895,0.11561,0.00366,0.6154,0.99856,0.0001685,0.0001685,0.0001685
39,362.2,0.96727,0.18588,0.02401,0.66616,1.03892,0.91939,0.94744,0.97764,0.77344,0.91939,0.94744,0.97764,0.97438,0.86482,0.11442,0.00369,0.60621,0.9902,0.000119,0.000119,0.000119
40,370.936,0.93926,0.15278,0.02793,0.66491,1.03207,0.91789,0.94584,0.97809,0.77227,0.91789,0.94584,0.97809,0.97496,0.86326,0.11268,0.0035,0.60443,0.98885,6.95e-05,6.95e-05,6.95e-05
